vulnerability_type,fault_type,phase,avg_cpu,max_cpu,avg_memory,max_memory,avg_temp_deviation,max_temp_deviation,avg_latency_ms,max_latency_ms,avg_reporting_interval,interval_stability,network_egress_rate,measurements
command_injection,none,baseline,0.8666666666666666,6.0,32.58,32.73,0.4499047786167685,1.1700000000000017,6079.973789201763,10000.0,2.0001085826328824,2.8447875133895066e-05,,15
command_injection,none,install,2.0166666666666666,6.0,32.6195,32.77,0.47354760742187507,9.93,6079.973908978383,10000.0,2.0001167766118453,3.084379082794343e-05,,60
command_injection,none,shell,1.0277777777777777,6.0,32.63249999999999,32.77,0.48300001586429675,5.470000000000002,6079.9739447873035,10000.0,2.000124917941147,2.6013117532993168e-05,,90
command_injection,none,recovery,1.5,4.0,32.6325,32.77,0.4569999800182524,2.0799999999999983,6079.974091475121,10000.0,2.0001019444958916,3.0215008088882226e-05,,30
command_injection,stuck,baseline,0.9,4.0,32.61,32.73,0.4402857309977217,1.3699995422363287,6079.973996227064,10000.0,2.0001440218516757,1.864512110169475e-05,,15
command_injection,stuck,install,1.5,6.0,32.61,32.73,0.8381904654729937,11.059999999999999,6079.974055671027,10000.0,2.00012397362014,2.8633763161376564e-05,,60
command_injection,stuck,shell,1.2111111111111112,6.0,32.60999999999999,32.73,1.062730161394392,6.93,6079.974137457844,10000.0,2.000114923112848,2.8955053688889346e-05,,90
command_injection,stuck,recovery,0.5833333333333334,6.0,32.61,32.73,1.1015714358375186,3.75,6079.974256356571,10000.0,2.0001242325223725,2.6504351497640766e-05,,30
command_injection,drift,baseline,1.5333333333333332,4.0,32.591499999999996,32.73,0.9792381134033205,3.1599999999999966,6079.9742058388,10000.0,2.0001323393412997,3.0366482811239377e-05,,15
command_injection,drift,install,1.6166666666666667,4.0,32.61750000000001,32.73,1.432047622680664,10.290000000000003,6079.974243443284,10000.0,2.000123379594189,6.670501038344402e-05,,60
command_injection,drift,shell,1.25,4.0,32.61749999999999,32.73,3.0831745877947125,18.91,6079.974338158732,10000.0,2.000127028883173,2.727390879373726e-05,,90
command_injection,drift,recovery,2.1,6.0,32.61750000000001,32.73,3.523380915323893,15.959999999999997,6079.974480631219,10000.0,2.0001300778882256,3.118415999059323e-05,,30
command_injection,spike,baseline,1.9333333333333336,4.0,32.595,32.73,0.8087618924095511,2.9400000000000013,6079.9743906796675,10000.0,2.0001049041748047,2.2589442117593905e-05,,15
command_injection,spike,install,1.2083333333333333,6.0,32.59554166666667,32.75,22.97176192310879,231.57999999999998,6079.974352071743,10000.0,2.0001280267359847,2.79428904372832e-05,,60
command_injection,spike,shell,0.9777777777777777,8.0,32.6275,32.75,33.527809522719615,232.93,6079.974487214923,10000.0,2.0001206103335605,2.9694483550596083e-05,,90
command_injection,spike,recovery,1.3333333333333333,4.0,32.6275,32.75,29.410142863319038,229.76000000000002,6079.974411454346,10000.0,2.0001233610613594,3.7954898747670086e-05,,30
command_injection,dropout,baseline,1.4666666666666666,4.0,32.60499999999999,32.73,0.6885713886079337,1.8299999999999983,6079.974364663421,10000.0,2.0001284054347446,2.2530779229903682e-05,,15
command_injection,dropout,install,1.325,6.0,32.605000000000004,32.73,0.6157381039574036,12.669999999999998,6079.974378925822,10000.0,2.0001226643384515,2.4186055809844226e-05,,60
command_injection,dropout,shell,1.1,6.0,32.60499999999999,32.73,0.8450634920634921,12.669999999999998,6079.97432743392,10000.0,2.0001097797008045,3.108908036508759e-05,,90
command_injection,dropout,recovery,1.8166666666666664,6.0,32.605,32.73,1.4582856488909042,11.77,6079.9744273957795,10000.0,2.0001209850968986,2.8309350037595148e-05,,30
